"grande_area","modalidade","linha_de_fomento","total"
"Engenharias","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","938426601"
"Ciências da Saúde","DTC - Desenvolvimento Tecnológico em TICs","APOIO A PROJETOS DE PESQUISA","914439000"
"Ciências da Saúde","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","896174800"
"Ciências Biológicas","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","889202500"
"Ciências Humanas","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","871104767"
"Ciências da Saúde","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","869936700"
"Ciências da Saúde","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","869676500"
"Ciências Sociais Aplicadas","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","864715800"
"Ciências da Saúde","PJF - Pós-Doutorado Junior FIOCRUZ","Bolsas de Pós-doutorado","860843109"
"Ciências Humanas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A PROJETOS DE PESQUISA","859730600"
"Ciências Agrárias","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","838493320"
"Ciências Agrárias","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","838373403"
"Ciências Exatas e da Terra","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","818440000"
"Ciências Agrárias","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","812590000"
"Lingüística, Letras e Artes","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","APOIO A COOPERAÇÃO INTERNACIONAL","810243400"
"Outra","IC - Iniciação Científica","Bolsas de Iniciação Científica","796220151"
"Ciências Humanas","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","790325600"
"Ciências Agrárias","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","788585000"
"Ciências Exatas e da Terra","PQ -","0.0 - Problemas Encontrar Modalidade Processo","772705000"
"Ciências Exatas e da Terra","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","772127665"
"Engenharias","PDJ - Pós-Doutorado Júnior","APOIO A PROJETOS DE PESQUISA","747726000"
"Ciências Biológicas","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","744731994"
"Ciências Exatas e da Terra","PD - Pós-doutorado","Bolsas de Pós-doutorado","735594577"
"Ciências Exatas e da Terra","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","727413000"
"Ciências Sociais Aplicadas","PDJ - Pós-doutorado Júnior","Bolsas de Pós-doutorado","725075226"
"Ciências Exatas e da Terra","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","722940000"
"Ciências Biológicas","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","715395150"
"Ciências Agrárias","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","711360000"
"Ciências Biológicas","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","704494694"
"Ciências Biológicas","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","684302000"
"Lingüística, Letras e Artes","PDE - Pós-doutorado no Exterior","Bolsas de Pós-doutorado","672792116"
"Lingüística, Letras e Artes","GM - Mestrado","APOIO A PROJETOS DE PESQUISA","669480000"
"Ciências Biológicas","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","664949530"
"Engenharias","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","655880000"
"Ciências da Saúde","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","644960179"
"Engenharias","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","644444500"
"Ciências Biológicas","PD - Pós-doutorado","Bolsas de Pós-doutorado","644046373"
"Ciências Biológicas","PCI - Programa de Capacitação Institucional","Bolsas de Desenvolvimento Tecnológico e Industrial","635666430"
"Ciências Sociais Aplicadas","PCI - Programa de Capacitação Institucional","Bolsas de Desenvolvimento Tecnológico e Industrial","624223590"
"Outra","SWE - Doutorado Sanduíche no Exterior","Bolsas de Doutorado","618178538"
"Ciências Biológicas","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","614109107"
"Outra","GD - Doutorado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","611028835"
"Tecnologias","IC - Iniciação Científica","Bolsas de Iniciação Científica","604522720"
"Ciências Agrárias","SWE - Doutorado Sanduíche no Exterior","APOIO A PROJETOS DE PESQUISA","602571596"
"Ciências Agrárias","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","601923580"
"Ciências Humanas","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","599530254"
"Ciências Sociais Aplicadas","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","598790000"
"Ciências Exatas e da Terra","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","596336004"
"Engenharias","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","588327048"
"Engenharias","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","579750000"
"Lingüística, Letras e Artes","GDE - Doutorado no Exterior","Bolsas de Doutorado","579225280"
"Ciências Agrárias","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","570421560"
"Engenharias","PQ -","0.0 - Problemas Encontrar Modalidade Processo","560240000"
"Ciências Exatas e da Terra","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","556338340"
"Ciências Biológicas","PQ -","0.0 - Problemas Encontrar Modalidade Processo","551604000"
"Não informado","GM - Mestrado","APOIO A PROJETOS DE PESQUISA","550830000"
"Lingüística, Letras e Artes","SWE - Doutorado Sanduíche no Exterior","Bolsas de Doutorado","548676303"
"Ciências Exatas e da Terra","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","548540904"
"Ciências Exatas e da Terra","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","546115203"
"Indefinido","DTI - Desenvolvimento Tecnológico Industrial","Bolsas de Desenvolvimento Tecnológico e Industrial","544472488"
"Ciências Exatas e da Terra","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","538729146"
"Ciências Humanas","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","535215700"
"Outra","ICJ - Iniciação Científica Júnior","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","532690000"
"Engenharias","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","531380000"
"Ciências Biológicas","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","530310000"
"Ciências Agrárias","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","521584593"
"Lingüística, Letras e Artes","PDJ - Pós-doutorado Júnior","Bolsas de Pós-doutorado","515155653"
"Ciências Humanas","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","512718429"
"Ciências Agrárias","PDE - Pós-Doutorado no Exterior","APOIO A PROJETOS DE PESQUISA","502356627"
"Ciências Exatas e da Terra","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","500164842"
"Ciências da Saúde","EPI - Bolsa de Treinamento - Programa EPISUS","APOIO A PROJETOS DE PESQUISA","495318200"
"Ciências Biológicas","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","490126600"
"Ciências da Saúde","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","489750000"
"Engenharias","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","488100400"
"Ciências Biológicas","PDE - Pós-Doutorado no Exterior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","487954744"
"Ciências Biológicas","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","485080000"
"Engenharias","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","483391394"
"Ciências da Saúde","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","471000000"
"Outra","DTI - Desenvolvimento Tecnológico Industrial","APOIO A PROJETOS DE PESQUISA","470087400"
"Ciências Sociais Aplicadas","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","469090200"
"Ciências Humanas","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","465359000"
"Tecnologias","SWG - Graduação Sanduíche no Exterior","Bolsas de Graduação","463787255"
"Ciências Humanas","PQ -","0.0 - Problemas Encontrar Modalidade Processo","450011000"
"Ciências Humanas","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","445076800"
"Ciências da Saúde","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","445076000"
"Ciências Biológicas","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","439178000"
"Ciências Humanas","SWG - Graduação Sanduíche no Exterior","Bolsas de Graduação","438225583"
"Ciências Biológicas","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","434354000"
"Ciências da Saúde","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","433654600"
"Engenharias","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","426491400"
"Ciências Agrárias","PQ -","0.0 - Problemas Encontrar Modalidade Processo","423361000"
"Ciências Agrárias","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","420719020"
"Engenharias","PD - Pós-doutorado","Bolsas de Pós-doutorado","419098818"
"Outra","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","414001600"
"Ciências da Saúde","PQ -","0.0 - Problemas Encontrar Modalidade Processo","406561000"
"Ciências Sociais Aplicadas","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","405170000"
"Ciências da Saúde","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","404688934"
"Outra","BCB -","APOIO A PROJETOS DE PESQUISA","402133300"
"Ciências Exatas e da Terra","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","399640000"
"Outra","GM - Mestrado","Bolsas de Mestrado","396262491"
"Ciências Sociais Aplicadas","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","394911000"
"Outra","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","392457782"
"Outra","SET - Fixação de Recursos Humanos","APOIO A PROJETOS DE PESQUISA","391091800"
"Ciências Sociais Aplicadas","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","390800000"
"Ciências Sociais Aplicadas","GM - Mestrado","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","390482251"
"Ciências Biológicas","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","383489640"
"Ciências Exatas e da Terra","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","383133629"
"Ciências Humanas","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","381470000"
"Ciências da Saúde","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","378730000"
"Ciências da Saúde","PDJ - Pós-Doutorado Júnior","APOIO A PROJETOS DE PESQUISA","373552043"
"Ciências Biológicas","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","372635000"
"Ciências Exatas e da Terra","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","368175000"
"Engenharias","MPE - Mestrado Profissional no Exterior","Bolsas no Exterior","354518061"
"Ciências Sociais Aplicadas","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","353590000"
"Ciências Exatas e da Terra","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","348553429"
"Ciências da Saúde","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","348059000"
"Ciências Humanas","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","344785939"
"Ciências Agrárias","PD - Pós-doutorado","Bolsas de Pós-doutorado","342633148"
"Ciências da Saúde","EPI - Bolsa de Treinamento - Programa","Bolsas de Desenvolvimento Tecnológico e Industrial","339152175"
"Ciências Exatas e da Terra","DTC - Desenvolvimento Tecnológico em TICs","Bolsas de Desenvolvimento Tecnológico e Industrial","338294800"
"Tecnologias","IT - Iniciação Tecnológica","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","332020000"
"Ciências da Saúde","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","327677580"
"Ciências Sociais Aplicadas","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","325607853"
"Ciências Biológicas","EXP - Extensão no País","Bolsas de Extensão em Pesquisa","325494106"
"Ciências Humanas","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","324485200"
"Engenharias","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","319917764"
"Engenharias","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","319796793"
"Ciências Exatas e da Terra","RD - Recem-Doutor","Bolsas de Pesquisa Especial","318411276"
"Ciências da Saúde","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","317485191"
"Ciências Exatas e da Terra","ESN - Estágio Sênior no Exterior","Estágio","313906008"
"Ciências Agrárias","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","310880071"
"Ciências da Saúde","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","303800209"
"Ciências da Saúde","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","298533000"
"Outra","PDJ - Pós-doutorado Júnior","Bolsas de Pós-doutorado","293966301"
"Ciências Humanas","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","291155000"
"Ciências Humanas","PCI - Programa de Capacitação Institucional","Bolsas de Desenvolvimento Tecnológico e Industrial","288633700"
"Ciências Sociais Aplicadas","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","288349580"
"Ciências Sociais Aplicadas","PQ -","0.0 - Problemas Encontrar Modalidade Processo","288232000"
"Lingüística, Letras e Artes","PDS - Pós-Doutorado Sênior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","286807000"
"Ciências Biológicas","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","286660801"
"Ciências da Saúde","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","286602084"
"Lingüística, Letras e Artes","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","280370000"
"Engenharias","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","279872000"
"Ciências Agrárias","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","277900000"
"Ciências Biológicas","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","277709158"
"Ciências Exatas e da Terra","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","277383690"
"Ciências Agrárias","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","277323510"
"Ciências Agrárias","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","274546504"
"Ciências Biológicas","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","270590800"
"Ciências Exatas e da Terra","EXP - Extensão no País","Bolsas de Extensão em Pesquisa","267641381"
"Engenharias","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","266841719"
"Ciências Biológicas","RD - Recem-Doutor","Bolsas de Pesquisa Especial","263588378"
"Outra","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","262763500"
"Outra","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","262227980"
"Ciências da Saúde","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","260982100"
"Ciências Agrárias","RD - Recem-Doutor","Bolsas de Pesquisa Especial","260464648"
"Engenharias","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","259810000"
"Ciências da Saúde","IEX - Iniciação ao Extensionismo","APOIO A PROJETOS DE PESQUISA","258576000"
"Ciências Humanas","ESN - Estágio Sênior no Exterior","Estágio","258375044"
"Ciências Sociais Aplicadas","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","257254551"
"Outra","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","257070000"
"Outra","ARC - Promoção de Eventos Científicos","Apoio a Participação/Realização de Eventos","255290074"
"Ciências Humanas","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","254803186"
"Ciências Exatas e da Terra","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","254691311"
"Engenharias","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","252393825"
"Ciências Exatas e da Terra","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","251262000"
"Outra","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","247526808"
"Tecnologias","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","243000160"
"Ciências Sociais Aplicadas","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","242917350"
"Engenharias","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","241007500"
"Ciências Biológicas","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","236196809"
"Indefinido","AI - Auxílio a Pesquisa","Apoio a Projetos de Pesquisas","235661420"
"Ciências Sociais Aplicadas","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","234397153"
"Ciências Exatas e da Terra","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","233792495"
"Engenharias","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","233697300"
"Não informado","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","231425000"
"Outra","ADC - Apoio à Difusão do Conhecimento","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","231302550"
"Ciências Agrárias","EXP - Extensão no País","APOIO A PROJETOS DE PESQUISA","225053800"
"Engenharias","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","222785000"
"Outra","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","217397253"
"Tecnologias","DT -","0.0 - Problemas Encontrar Modalidade Processo","216344000"
"Ciências da Saúde","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","214915300"
"Ciências Biológicas","ESN - Estágio Sênior no Exterior","Estágio","214826405"
"Ciências Sociais Aplicadas","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","210859000"
"Engenharias","RD - Recem-Doutor","Bolsas de Pesquisa Especial","210028878"
"Ciências Sociais Aplicadas","SET - Fixação de Recursos Humanos","Bolsas de Fixação de Doutores","208282671"
"Ciências Humanas","PD - Pós-doutorado","Bolsas de Pós-doutorado","205046864"
"Ciências Humanas","AED - Auxílio a Editoração e Publicação","Apoio a Periódicos Científicos","204684751"
"Ciências Humanas","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","197898000"
"Engenharias","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","196338268"
"Ciências Biológicas","PJF - Pós-Doutorado Junior FIOCRUZ","Bolsas de Pós-doutorado","193542335"
"Engenharias","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","192647376"
"Ciências Exatas e da Terra","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","187815500"
"Outra","PQ - Produtividade em Pesquisa","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","187644000"
"Ciências Humanas","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","185367305"
"Outra","PDI - Pós-Doutorado Empresarial","APOIO A PROJETOS DE PESQUISA","183560000"
"Ciências Exatas e da Terra","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","181046624"
"Ciências Humanas","PV - Pesquisador Visitante","Bolsas de Pesquisador/Especialista Visitante","177776321"
"Ciências Agrárias","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","177075100"
"Engenharias","ACT - Apoio ao Desenvolvimento Científico e Tecnológico","Apoio a Projetos de Pesquisas","177067569"
"Ciências Biológicas","PVE - Pesquisador Visitante Estrangeiro","Bolsas de Pesquisador/Especialista Visitante","176922600"
"Indefinido","APQ - Auxílio a Pesquisa","Apoio a Projetos de Pesquisas","175863140"
"Ciências Exatas e da Terra","ADC - Apoio à Difusão do Conhecimento","APOIO A PROJETOS DE PESQUISA","172560400"
"Lingüística, Letras e Artes","AED - Apoio a Publicações Científicas","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","168071400"
"Engenharias","ITC - Iniciação Tecnológica em TIC's","APOIO A PROJETOS DE PESQUISA","167580500"
"Ciências Humanas","DES - Desenvolvimento Tecnológico e Inovação Ext Sênior","Bolsas de Graduação","166349888"
"Ciências Biológicas","PSF - Pesquisador Visitante Senior FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","164991622"
"Ciências Humanas","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","161268000"
"Ciências Humanas","RD - Recem-Doutor","Bolsas de Pesquisa Especial","161246079"
"Ciências da Saúde","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","159109125"
"Lingüística, Letras e Artes","AI - Auxílio a Pesquisa","Apoio a Projetos de Pesquisas","157640207"
"Ciências Humanas","DCR - Desenvolvimento Científico Regional","APOIO A PROJETOS DE PESQUISA","157555000"
"Ciências Agrárias","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","155335101"
"Ciências da Saúde","ICJ - Iniciação Científica Júnior","APOIO A PROJETOS DE PESQUISA","153280000"
"Ciências da Saúde","PD - Pós-doutorado","Bolsas de Pós-doutorado","150057472"
"Ciências Biológicas","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","149264000"
"Ciências da Saúde","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","147718574"
"Outra","ATP - Apoio Técnico em Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","147280000"
"Não informado","ARC - Promoção de Eventos Científicos","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","145836100"
"Ciências da Saúde","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","143707603"
"Ciências da Saúde","ESN - Estágio Sênior no Exterior","Estágio","143377001"
"Lingüística, Letras e Artes","IC - Iniciação Científica","APOIO A PROJETOS DE PESQUISA","142120000"
"Ciências Agrárias","AT - Apoio Técnico à Pesquisa","APOIO A PROJETOS DE PESQUISA","141518000"
"Engenharias","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","141512500"
"Ciências Exatas e da Terra","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","140553901"
"Ciências Exatas e da Terra","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","139704000"
"Tecnologias","DTI - Desenvolvimento Tecnológico Industrial","Bolsas de Desenvolvimento Tecnológico e Industrial","136927318"
"Outra","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","132838166"
"Tecnologias","GD - Doutorado","Bolsas de Doutorado","132813457"
"Engenharias","BSP - Bolsa Treinamento no Exterior","Bolsa de Cota (Curta Dur.)","132019234"
"Ciências Exatas e da Terra","ITI - Iniciação Tecnológica e Industrial","Bolsas de Iniciação Tecnológica e Industrial","131766252"
"Ciências Sociais Aplicadas","PDS - Pós-doutorado Sênior","Bolsas de Pós-doutorado","131698177"
"Ciências Humanas","EV - Especialista Visitante","Bolsas de Pesquisador/Especialista Visitante","131116925"
"Ciências Biológicas","BEV - Bolsa Especialista Visitante","Bolsa de Cota (Curta Dur.)","128288389"
"Lingüística, Letras e Artes","PQ -","0.0 - Problemas Encontrar Modalidade Processo","128004500"
"Ciências Agrárias","DTC - Desenvolvimento Tecnológico em TICs","APOIO A PROJETOS DE PESQUISA","127635000"
"Tecnologias","ICJ - Iniciação Científica Júnior","BOLSAS DE FORMAÇÃO E DE PESQUISADORES","127210000"
"Engenharias","ATP - Apoio Técnico em Extensão no País","Bolsas de Apoio Técnico","125146164"
"Ciências Sociais Aplicadas","DTC - Desenvolvimento Tecnológico em TICs","APOIO A PROJETOS DE PESQUISA","124690000"
"Engenharias","DEJ - Desenvolvimento Tecnológico e Inovação Ext Junior","Bolsas de Graduação","123717261"
"Ciências Sociais Aplicadas","PDS - Pós-Doutorado Sênior","APOIO A PROJETOS DE PESQUISA","122952000"
"Ciências Biológicas","ATP - Apoio Técnico em Extensão no País","APOIO A PROJETOS DE PESQUISA","122749000"
"Outra","EXP - Extensão no País","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","121707000"
"Lingüística, Letras e Artes","AT - Apoio Técnico a Pesquisa","Bolsas de Apoio Técnico","120549604"
"Engenharias","PDI - Pos-doutorado Empresarial","Bolsas de Pós-doutorado","120469469"
"Ciências Exatas e da Terra","INT - Bolsa Inova Talentos","APOIO A PROJETOS DE PESQUISA","119980000"
"Ciências da Saúde","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","119581500"
"Ciências Sociais Aplicadas","EV - Especialista Visitante","APOIO A PROJETOS DE PESQUISA","117495000"
"Ciências Sociais Aplicadas","IT - Iniciação Tecnológica","Bolsas de Iniciação Tecnológica e Industrial","117259680"
"Ciências Humanas","PSF - Pesquisador Visitante Senior FIOCRUZ","Bolsas de Pesquisador/Especialista Visitante","116379280"
"Engenharias","ESN - Estágio Sênior no Exterior","Estágio","115976137"
"Lingüística, Letras e Artes","DTI - Desenvolvimento Tecnológico Industrial","Bolsas de Desenvolvimento Tecnológico e Industrial","114148397"
"Ciências Humanas","DCR - Desenvolvimento Cientifico Regional","Bolsas de Desenvolvimento Científico e Regional","113162627"
"Engenharias","SPE - Estagio/Especializacao no Exterior","Estágio","112273885"
"Ciências Sociais Aplicadas","SET - Fixação de Recursos Humanos","APOIO A DIVULGAÇÃO CIENTÍFICA E POPULARIZAÇÃO DA CIÊNCIA","112174000"
"Ciências Biológicas","DTI - Desenvolvimento Tecnológico Industrial","APOIO A COOPERAÇÃO INTERNACIONAL","111605000"
"Tecnologias","ICJ - Iniciação Científica Júnior","Bolsas de Iniciação Científica Júnior","111108800"
"Ciências Sociais Aplicadas","ITI - Iniciação Tecnológica Industrial","APOIO A PROJETOS DE PESQUISA","110513200"
